,Nuclide,Pn,Pn err,lam,lam err
32,F26_m1,0.021599999999999998,0.019534584715319648,315.0669002545206,14.321222738841847
33,F27,0.8,0.2,121.60476851928864,17.067335932531737
34,F29,0.6,0.4,259.60568560297577,20.418424710346407
35,Ne26,0.0013,0.0003,3.5546009259484372,0.036457445394342945
36,Ne27,0.02,0.005,23.984331507264542,0.9128984310723529
37,Ne28,0.194,0.01414213562373095,36.674453997880704,0.9702236507375848
38,Ne29,0.36000000000000004,0.07280109889280519,49.510512897138945,1.7682326034692482
39,Ne30,0.30400000000000005,0.057801384066473706,93.79528830310491,1.3961409625631314
40,Ne31,0.0,0.0,203.86681781174863,47.96866301452909
41,Ne32,0.0,0.0,198.04205158855578,50.925098979914345
42,Na27,0.0013,0.0004,2.3104906018664844,0.053911447376884636
43,Na28,0.0084,0.0017000000000000001,21.526309955277803,1.2033340968788835
44,Na29,0.25,0.016,15.897871113760212,0.36463007141651865
45,Na30,0.32539999999999997,0.05024937810560445,14.031319444533306,0.5680696131390003
46,Na31,0.3858,0.06019169377912537,39.83604485976697,0.9157711462015398
47,Na32,0.41600000000000004,0.09433981132056604,52.11632936540942,1.5674084019672005
48,Na33,0.73,0.08485281374238571,85.57372599505497,4.225863012101481
49,Na34,0.9,0.1118033988749895,138.62943611198907,24.953298500158027
